"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_instructions2","correct_instructions3","correct_instructions4","correct_keyboard_response","correct_response","correct_stim","count_ISI","count_block_one","count_block_two","count_break","count_experiment","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_instructions4","count_keyboard_response","count_logger","count_new_inline_javascript","count_stim","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","false_response","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_one","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_break","response_instructions1","response_instructions2","response_instructions3","response_instructions4","response_keyboard_response","response_stim","response_time","response_time_break","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_instructions4","response_time_keyboard_response","response_time_stim","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stim","subject_nr","subject_parity","time_ISI","time_block_one","time_block_two","time_break","time_experiment","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_instructions4","time_keyboard_response","time_logger","time_new_inline_javascript","time_stim","time_trial_sequence","title","total_correct","total_response_time","total_responses","true_false","true_response","uniform_coordinates","width"
"0","0","1000.019801980198","1000.019801980198","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","100","0","0","0","0","100","0","0","0","0","100","100","0","100","100","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","9","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1259","2","legacy","1024","2","48000","-16","experiment","A limousine is long.","0","even","377826","32704","349013","329963","2596","377322","2701","7982","17308","27533","378026","379026","2695","376057","376052","Sentence_verification","0","101002","101","TRUE","m","yes","1024"
"0","0","1000.0196078431372","1000.0196078431372","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","101","0","0","0","0","101","0","0","0","0","101","101","0","101","101","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","10","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1174","2","legacy","1024","2","48000","-16","experiment","Chablis is beer.","0","even","380765","32704","349013","329963","2596","380261","2701","7982","17308","27533","380965","381965","2695","379083","379079","Sentence_verification","0","102002","102","FALSE","m","yes","1024"
"0","0","1000.0194174757281","1000.0194174757281","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","102","0","0","0","0","102","0","0","0","0","102","102","0","102","102","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","11","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2355","2","legacy","1024","2","48000","-16","experiment","The bible is a building.","0","even","384890","32704","349013","329963","2596","384386","2701","7982","17308","27533","385090","386090","2695","382027","382022","Sentence_verification","0","103002","103","FALSE","m","yes","1024"
"0","0","1000.0192307692307","1000.0192307692307","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","103","0","0","0","0","103","0","0","0","0","103","103","0","103","103","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","12","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1076","2","legacy","1024","2","48000","-16","experiment","A walnut is a walnut.","0","even","387731","32704","349013","329963","2596","387227","2701","7982","17308","27533","387931","388932","2695","386141","386138","Sentence_verification","0","104002","104","TRUE","m","yes","1024"
"0","0","1000.0190476190476","1000.0190476190476","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","104","0","0","0","0","104","0","0","0","0","104","104","0","104","104","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","13","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","972","2","legacy","1024","2","48000","-16","experiment","A kitchen is a room.","0","even","390470","32704","349013","329963","2596","389966","2701","7982","17308","27533","390670","391670","2695","388990","388986","Sentence_verification","0","105002","105","TRUE","m","yes","1024"
"0","0","1000.0188679245283","1000.0188679245283","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","105","0","0","0","0","105","0","0","0","0","105","105","0","105","105","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","14","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1103","2","legacy","1024","2","48000","-16","experiment","A neurologist is a neurologist.","0","even","393334","32704","349013","329963","2596","392831","2701","7982","17308","27533","393534","394534","2695","391724","391720","Sentence_verification","0","106002","106","TRUE","m","yes","1024"
"0","0","1000.018691588785","1000.018691588785","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","0","106","0","0","0","0","106","0","0","0","0","106","106","0","106","106","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","15","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1911","2","legacy","1024","2","48000","-16","experiment","May is a minute.","0","even","397010","32704","349013","329963","2596","396506","2701","7982","17308","27533","397210","398210","2695","394591","394588","Sentence_verification","0","107002","107","FALSE","m","yes","1024"
"0","0","1000.0185185185185","1000.0185185185185","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","107","0","0","0","0","107","0","0","0","0","107","107","0","107","107","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","16","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1300","2","legacy","1024","2","48000","-16","experiment","A fir has branches.","0","even","400071","32704","349013","329963","2596","399567","2701","7982","17308","27533","400271","401271","2695","398262","398258","Sentence_verification","0","108002","108","TRUE","m","yes","1024"
"0","0","1000.0183486238532","1000.0183486238532","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","108","0","0","0","0","108","0","0","0","0","108","108","0","108","108","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","17","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1034","2","legacy","1024","2","48000","-16","experiment","A closet is a road.","0","even","402878","32704","349013","329963","2596","402373","2701","7982","17308","27533","403078","404078","2695","401333","401329","Sentence_verification","0","109002","109","FALSE","m","yes","1024"
"0","0","1000.0181818181818","1000.0181818181818","black","legacy","legacy","legacy","0","P2","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","109","0","0","0","0","109","0","0","0","0","109","109","0","109","109","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","18","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1575","2","legacy","1024","2","48000","-16","experiment","A bus can walk.","0","even","406221","32704","349013","329963","2596","405717","2701","7982","17308","27533","406421","407421","2695","404137","404133","Sentence_verification","0","110002","110","FALSE","m","yes","1024"
"0","0","1000.018018018018","1000.018018018018","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","110","0","0","0","0","110","0","0","0","0","110","110","0","110","110","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","19","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1896","2","legacy","1024","2","48000","-16","experiment","A general practitioner is a doctor.","0","even","409880","32704","349013","329963","2596","409376","2701","7982","17308","27533","410081","411081","2695","407476","407472","Sentence_verification","0","111002","111","TRUE","m","yes","1024"
"0","0","1000.0178571428571","1000.0178571428571","black","legacy","legacy","legacy","0","S2","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","111","0","0","0","0","111","0","0","0","0","111","111","0","111","111","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","20","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1335","2","legacy","1024","2","48000","-16","experiment","A sedan is a store.","0","even","412986","32704","349013","329963","2596","412482","2701","7982","17308","27533","413186","414186","2695","411142","411138","Sentence_verification","0","112002","112","FALSE","m","yes","1024"
"0","0","1000.0176991150443","1000.0176991150443","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","112","0","0","0","0","112","0","0","0","0","112","112","0","112","112","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","21","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1942","2","legacy","1024","2","48000","-16","experiment","A private is a soldier.","0","even","416691","32704","349013","329963","2596","416187","2701","7982","17308","27533","416891","417891","2695","414240","414235","Sentence_verification","0","113002","113","TRUE","m","yes","1024"
"0","0","1000.0175438596491","1000.0175438596491","black","legacy","legacy","legacy","0","P2","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","113","0","0","0","0","113","0","0","0","0","113","113","0","113","113","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","22","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1096","2","legacy","1024","2","48000","-16","experiment","Steak is drinkable,","0","even","419556","32704","349013","329963","2596","419052","2701","7982","17308","27533","419756","420756","2695","417951","417947","Sentence_verification","0","114002","114","FALSE","m","yes","1024"
"0","0","1000.0173913043478","1000.0173913043478","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","114","0","0","0","0","114","0","0","0","0","114","114","0","114","114","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","23","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1244","2","legacy","1024","2","48000","-16","experiment","A pistachio is a rodent.","0","even","422571","32704","349013","329963","2596","422067","2701","7982","17308","27533","422771","423772","2695","420818","420814","Sentence_verification","0","115002","115","FALSE","m","yes","1024"
"0","0","1000.0172413793103","1000.0172413793103","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","115","0","0","0","0","115","0","0","0","0","115","115","0","115","115","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","24","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1628","2","legacy","1024","2","48000","-16","experiment","A den has a shower.","0","even","425976","32704","349013","329963","2596","425472","2701","7982","17308","27533","426176","427177","2695","423839","423835","Sentence_verification","0","116002","116","FALSE","m","yes","1024"
"0","0","1000.017094017094","1000.017094017094","black","legacy","legacy","legacy","0","S2","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","116","0","0","0","0","116","0","0","0","0","116","116","0","116","116","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","25","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2520","2","legacy","1024","2","48000","-16","experiment","Roast is clothing.","0","even","430267","32704","349013","329963","2596","429763","2701","7982","17308","27533","430467","431467","2695","427237","427233","Sentence_verification","0","117002","117","FALSE","m","yes","1024"
"0","0","1000.0169491525423","1000.0169491525423","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","117","0","0","0","0","117","0","0","0","0","117","117","0","117","117","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","26","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","2557","2","legacy","1024","2","48000","-16","experiment","An occulist has patients.","0","even","434585","32704","349013","329963","2596","434082","2701","7982","17308","27533","434785","435785","2695","431520","431516","Sentence_verification","0","118002","118","TRUE","m","yes","1024"
"0","0","1000.0168067226891","1000.0168067226891","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","118","0","0","0","0","118","0","0","0","0","118","118","0","118","118","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","27","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1860","2","legacy","1024","2","48000","-16","experiment","A redwood is a cactus.","0","even","438216","32704","349013","329963","2596","437712","2701","7982","17308","27533","438417","439417","2695","435847","435842","Sentence_verification","0","119002","119","FALSE","m","yes","1024"
"0","0","1000.0166666666667","1000.0166666666667","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","119","0","0","0","0","119","0","0","0","0","119","119","0","119","119","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","28","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1844","2","legacy","1024","2","48000","-16","experiment","Gravel is stone.","0","even","441831","32704","349013","329963","2596","441327","2701","7982","17308","27533","442031","443031","2695","439478","439474","Sentence_verification","0","120002","120","TRUE","m","yes","1024"
"0","0","1000.0495867768595","1000.0495867768595","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","120","0","0","0","0","120","0","0","0","0","120","120","0","120","120","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","29","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1004","19048","5252","9317","10221","5171","1004","1920","2","legacy","1024","2","48000","-16","experiment","An encyclopedia has print.","0","even","445521","32704","349013","329963","2596","445017","2701","7982","17308","27533","445721","446725","2695","443092","443088","Sentence_verification","0","121006","121","TRUE","m","yes","1024"
"0","0","1000.0491803278688","1000.0491803278688","black","legacy","legacy","legacy","0","P2","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","121","0","0","0","0","121","0","0","0","0","121","121","0","121","121","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","30","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","2153","2","legacy","1024","2","48000","-16","experiment","Granite is inorganic.","0","even","449451","32704","349013","329963","2596","448947","2701","7982","17308","27533","449651","450651","2695","446789","446785","Sentence_verification","0","122006","122","TRUE","m","yes","1024"
"0","0","1000.0487804878048","1000.0487804878048","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","122","0","0","0","0","122","0","0","0","0","122","122","0","122","122","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","31","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1843","2","legacy","1024","2","48000","-16","experiment","Sherry is wine.","0","even","453067","32704","349013","329963","2596","452563","2701","7982","17308","27533","453267","454268","2695","450714","450709","Sentence_verification","0","123006","123","TRUE","m","yes","1024"
"0","0","1000.0483870967741","1000.0483870967741","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","123","0","0","0","0","123","0","0","0","0","123","123","0","123","123","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","32","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","858","2","legacy","1024","2","48000","-16","experiment","A bedroom is a bedroom.","0","even","455691","32704","349013","329963","2596","455188","2701","7982","17308","27533","455891","456891","2695","454325","454321","Sentence_verification","0","124006","124","TRUE","m","yes","1024"
"0","0","1000.048","1000.048","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","124","0","0","0","0","124","0","0","0","0","124","124","0","124","124","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","33","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","971","2","legacy","1024","2","48000","-16","experiment","Chicken is beef.","0","even","458436","32704","349013","329963","2596","457932","2701","7982","17308","27533","458636","459636","2695","456957","456947","Sentence_verification","0","125006","125","FALSE","m","yes","1024"
"0","0","1000.047619047619","1000.047619047619","black","legacy","legacy","legacy","0","S1","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","125","0","0","0","0","125","0","0","0","0","125","125","0","125","125","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","34","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","1124","2","legacy","1024","2","48000","-16","experiment","Broccoli is a vegetable.","0","even","461331","32704","349013","329963","2596","460827","2701","7982","17308","27533","461531","462532","2695","459698","459694","Sentence_verification","0","126006","126","TRUE","m","yes","1024"
"0","0","1000.0472440944882","1000.0472440944882","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","126","0","0","0","0","126","0","0","0","0","126","126","0","126","126","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","35","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","1380","2","legacy","1024","2","48000","-16","experiment","A tomato is born.","0","even","464481","32704","349013","329963","2596","463977","2701","7982","17308","27533","464682","465682","2695","462593","462588","Sentence_verification","0","127006","127","FALSE","m","yes","1024"
"0","0","1000.046875","1000.046875","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","127","0","0","0","0","127","0","0","0","0","127","127","0","127","127","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","36","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","3012","2","legacy","1024","2","48000","-16","experiment","A compact is big.","0","even","469261","32704","349013","329963","2596","468747","2701","7982","17308","27533","469462","470462","2695","465730","465726","Sentence_verification","0","128006","128","FALSE","m","yes","1024"
"0","0","1000.046511627907","1000.046511627907","black","legacy","legacy","legacy","0","PO","uniform","0","undefined","undefined","undefined","undefined","0","[true_response]","1","128","0","0","0","0","128","0","0","0","0","128","128","0","128","128","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","37","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","m","1000","19048","5252","9317","10221","5171","1000","2990","2","legacy","1024","2","48000","-16","experiment","Marble is smooth.","0","even","474022","32704","349013","329963","2596","473518","2701","7982","17308","27533","474222","475222","2695","470523","470518","Sentence_verification","0","129006","129","TRUE","m","yes","1024"
"0","0","1000.0461538461539","1000.0461538461539","black","legacy","legacy","legacy","0","P1","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","129","0","0","0","0","129","0","0","0","0","129","129","0","129","129","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","38","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2585","2","legacy","1024","2","48000","-16","experiment","A cookbook has rhymes.","0","even","478372","32704","349013","329963","2596","477867","2701","7982","17308","27533","478572","479572","2695","475277","475273","Sentence_verification","0","130006","130","FALSE","m","yes","1024"
"0","0","1000.0458015267176","1000.0458015267176","black","legacy","legacy","legacy","0","SO","uniform","0","undefined","undefined","undefined","undefined","0","[false_response]","1","130","0","0","0","0","130","0","0","0","0","130","130","0","130","130","Wed Nov 17 08:47:24 2021","The main experiment item","yes","Sentence_verification.osexp","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification","z","no","mono","no","18","no","white","no","no","768","legacy","39","90","/Users/ethan/Documents/GitHub/OpenSesame/SentenceVerification/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.11a1","0","None","space","space","space","space","space","None","z","1000","19048","5252","9317","10221","5171","1000","2615","2","legacy","1024","2","48000","-16","experiment","A ford is a toyota.","0","even","482752","32704","349013","329963","2596","482248","2701","7982","17308","27533","482952","483952","2695","479627","479622","Sentence_verification","0","131006","131","FALSE","m","yes","1024"
